bootstrap_sample,xi_estimate
964,-0.18410140632080393
965,-0.10006286073775221
966,-0.14881749072556488
967,-0.1731798630082193
968,-0.12794723751140996
969,-0.1504749118192317
970,-0.15456449283804383
971,-0.08480739356477218
972,-0.09519389883103441
973,-0.10129685225937017
974,-0.18719305554844137
975,-0.11387652699133634
976,-0.11021004604020956
977,-0.12810743305898606
978,-0.18899017496671505
979,-0.11780291215479818
980,-0.03110611316031025
981,-0.11983500237325527
982,-0.1292302815136795
983,-0.10986128798421904
984,-0.11343763583166291
985,-0.17157526046911395
986,-0.13594475819763627
987,-0.1382076749467171
988,-0.09038479408948807
989,-0.18454089534410584
990,0.010954152599353343
991,-0.14249310616511496
992,-0.05680828690671904
993,-0.19514120188456402
994,-0.17930853080935397
995,-0.08411573006812914
996,-0.07734492857536512
997,-0.262994821201065
998,-0.1914546505757554
999,-0.1681612967096011
1000,-0.19137776501282536
